,Experiment,Model,Sample Size,SHAP Match %,Top Features
176,Auto Premium,CatBoost,100,80.0,"Annual kilometers: 119.3250, Age: 78.7769, State: 34.3000, Business Use: 29.8467, Number of Claims: 26.3768"
177,Auto Premium,Random Forest,2000,100.0,"Annual kilometers: 203.4352, Age: 175.0138, Business Use: 105.2150, State: 44.5460, Gender: 5.8162"
178,Auto Premium,ElasticNet,1000,80.0,"Age: 167.6208, Business Use: 65.9132, Annual kilometers: 65.6909, State: 19.3027, Sum Insured Amount: 9.8589"
179,Auto Premium,ElasticNet,2000,100.0,"Age: 155.8482, Annual kilometers: 144.3461, State: 45.8052, Business Use: 30.9864, Gender: 6.8943"
180,Auto Premium,CatBoost,500,100.0,"Annual kilometers: 181.2827, Age: 165.8634, Business Use: 103.4075, State: 65.9690, Gender: 11.5584"
181,Auto Premium,Random Forest,500,80.0,"Annual kilometers: 193.5123, Age: 162.2176, Business Use: 82.9374, State: 11.6457, Sum Insured Amount: 10.4403"
182,Auto Premium,Gradient Boosting,100,100.0,"Age: 165.8028, Annual kilometers: 136.1096, Business Use: 85.0094, State: 77.2517, Gender: 18.6257"
183,Auto Premium,ElasticNet,100,60.0,"Age: 204.3758, Annual kilometers: 93.6372, Business Use: 79.5689, Year: 41.5355, Sum Insured Amount: 34.0483"
184,Auto Premium,MLPRegressor,1000,40.0,"Sum Insured Amount: 27.5588, Age: 4.8674, Year: 3.4690, Number of Claims: 0.6853, Annual kilometers: 0.6497"
185,Auto Premium,Ridge,2000,100.0,"Age: 168.4608, State: 68.2492, Business Use: 62.3591, Annual kilometers: 59.0133, Gender: 32.6607"
186,Auto Premium,Ridge,500,80.0,"Age: 141.4033, Business Use: 139.1296, Annual kilometers: 122.0726, State: 61.6550, Hire Car: 31.7377"
187,Auto Premium,MLPRegressor,1000,60.0,"Age: 14.3583, Sum Insured Amount: 5.2578, Year: 3.4103, Annual kilometers: 1.9788, Business Use: 0.5264"
188,Auto Premium,Gradient Boosting,100,80.0,"Annual kilometers: 200.5428, Age: 154.7823, Business Use: 112.5719, Sum Insured Amount: 31.7636, State: 27.6177"
189,Auto Premium,HistGradientBoosting,500,100.0,"Annual kilometers: 206.8357, Age: 165.8615, Business Use: 101.6249, State: 76.1093, Gender: 13.5263"
190,Auto Premium,Gradient Boosting,100,80.0,"Age: 202.7575, Annual kilometers: 121.1816, Business Use: 71.0026, State: 69.4013, Parking Location: 13.5681"
191,Auto Premium,XGBoost,1000,100.0,"Annual kilometers: 203.9010, Age: 184.9144, Business Use: 106.9125, State: 90.2815, Gender: 14.9241"
192,Auto Premium,HistGradientBoosting,1000,100.0,"Annual kilometers: 197.6954, Age: 163.3301, Business Use: 105.4705, State: 88.1609, Gender: 11.6321"
193,Auto Premium,Random Forest,500,80.0,"Annual kilometers: 172.1971, Age: 165.3192, Business Use: 114.9169, State: 39.2258, Sum Insured Amount: 8.0064"
194,Auto Premium,Gradient Boosting,1000,100.0,"Annual kilometers: 184.5430, Age: 174.7275, Business Use: 113.0436, State: 84.8147, Gender: 12.1628"
195,Auto Premium,XGBoost,2000,100.0,"Annual kilometers: 192.7397, Age: 171.5761, Business Use: 102.6421, State: 71.5000, Gender: 17.8011"
196,Auto Premium,Ridge,100,40.0,"Age: 119.6553, Business Use: 73.1726, Sum Insured Amount: 59.4860, Sum Insured Value Type: 41.2231, Year: 32.2383"
197,Auto Premium,HistGradientBoosting,100,60.0,"Age: 177.5295, Business Use: 99.5904, Year: 46.6269, Sum Insured Amount: 45.9090, Gender: 28.9015"
198,Auto Premium,CatBoost,2000,100.0,"Annual kilometers: 196.8220, Age: 161.4944, Business Use: 104.1167, State: 90.8057, Gender: 18.4856"
199,Auto Premium,Random Forest,1000,80.0,"Annual kilometers: 199.1357, Age: 165.4501, Business Use: 101.2185, State: 29.0951, Sum Insured Amount: 5.1258"
200,Auto Premium,HistGradientBoosting,2000,100.0,"Annual kilometers: 204.4154, Age: 172.4311, Business Use: 103.3457, State: 84.5861, Gender: 19.0685"
201,Auto Premium,CatBoost,2000,100.0,"Annual kilometers: 207.4910, Age: 171.1334, Business Use: 115.3246, State: 83.7507, Gender: 14.0102"
202,Auto Premium,Random Forest,500,80.0,"Annual kilometers: 170.4219, Age: 162.4192, Business Use: 82.4076, State: 67.7234, Sum Insured Amount: 5.6724"
203,Auto Premium,Ridge,500,60.0,"Age: 179.2286, Annual kilometers: 142.5650, Business Use: 61.3664, Sum Insured Value Type: 23.7195, Make Model: 22.2498"
204,Auto Premium,ElasticNet,2000,80.0,"Age: 165.8848, Business Use: 35.5190, Annual kilometers: 28.7212, State: 18.3354, Number of Claims: 10.9286"
205,Auto Premium,HistGradientBoosting,1000,100.0,"Annual kilometers: 197.6601, Age: 178.4302, Business Use: 105.1837, State: 74.7582, Gender: 17.3363"
206,Auto Premium,MLPRegressor,2000,40.0,"Sum Insured Amount: 8.8784, Age: 6.0653, Year: 3.6320, Number of Claims: 0.6086, Business Use: 0.3337"
207,Auto Premium,Ridge,100,60.0,"Age: 275.6380, Hire Car: 73.7916, State: 57.4066, Number of Claims: 41.7544, Annual kilometers: 35.9398"
208,Auto Premium,Ridge,2000,100.0,"Age: 169.9317, Annual kilometers: 144.0404, Business Use: 63.5203, State: 54.9610, Gender: 13.9881"
209,Auto Premium,Random Forest,2000,100.0,"Annual kilometers: 178.2017, Age: 176.5922, Business Use: 113.8783, State: 73.6459, Gender: 4.8593"
210,Auto Premium,ElasticNet,1000,100.0,"Age: 169.8975, Business Use: 68.3248, State: 33.3906, Annual kilometers: 23.5157, Gender: 12.1786"
211,Auto Premium,XGBoost,1000,100.0,"Annual kilometers: 210.8115, Age: 170.8992, Business Use: 115.0135, State: 80.3978, Gender: 15.3463"
212,Auto Premium,Random Forest,500,80.0,"Annual kilometers: 216.4306, Age: 138.3318, Business Use: 106.0130, State: 19.4827, Sum Insured Amount: 6.6426"
213,Auto Premium,Ridge,100,80.0,"Age: 179.3873, Business Use: 97.5130, Annual kilometers: 78.0172, State: 74.7102, Sum Insured Amount: 45.9019"
214,Auto Premium,ElasticNet,2000,100.0,"Age: 150.3663, State: 46.9398, Annual kilometers: 37.6775, Business Use: 29.8077, Gender: 10.8882"
215,Auto Premium,ExtraTrees,2000,100.0,"Annual kilometers: 186.8450, Age: 164.1624, Business Use: 109.9018, State: 61.2598, Gender: 15.9965"
216,Auto Premium,ExtraTrees,100,80.0,"Age: 113.7258, Gender: 96.2778, Business Use: 57.9373, Annual kilometers: 41.3706, Number of Claims: 25.3154"
217,Auto Premium,ExtraTrees,100,80.0,"Age: 147.3930, Business Use: 129.7143, Annual kilometers: 123.4542, Hire Car: 21.3375, State: 11.3049"
218,Auto Premium,ElasticNet,500,80.0,"Age: 147.4826, Annual kilometers: 94.4811, State: 63.5716, Business Use: 23.7437, Sum Insured Amount: 13.6782"
219,Auto Premium,Ridge,500,100.0,"Age: 171.8886, Annual kilometers: 128.7562, Business Use: 62.7927, Gender: 23.6474, State: 22.7794"
220,Auto Premium,Gradient Boosting,100,100.0,"Annual kilometers: 148.8005, Age: 145.2626, Business Use: 74.4938, State: 19.9406, Gender: 14.7773"
221,Auto Premium,HistGradientBoosting,1000,100.0,"Annual kilometers: 187.4318, Age: 175.0850, Business Use: 102.0326, State: 72.0454, Gender: 11.4607"
222,Auto Premium,XGBoost,100,80.0,"Annual kilometers: 182.1014, Age: 114.8046, Business Use: 97.3522, State: 63.1750, Year: 13.9096"
223,Auto Premium,HistGradientBoosting,1000,100.0,"Annual kilometers: 185.5854, Age: 157.5548, Business Use: 112.2407, State: 84.8503, Gender: 14.7859"
224,Auto Premium,ExtraTrees,2000,100.0,"Annual kilometers: 205.8320, Age: 166.7560, Business Use: 116.6494, State: 75.4534, Gender: 11.6090"
225,Auto Premium,XGBoost,100,80.0,"Annual kilometers: 172.8135, Age: 130.5204, Business Use: 68.4778, State: 26.0687, Year: 20.2090"
226,Auto Premium,Gradient Boosting,100,80.0,"Age: 156.9937, Business Use: 106.4622, Annual kilometers: 104.4240, State: 40.3338, Hire Car: 20.4963"
227,Auto Premium,Random Forest,2000,100.0,"Annual kilometers: 200.9013, Age: 171.4405, Business Use: 111.5362, State: 66.9523, Gender: 5.5056"
228,Auto Premium,ExtraTrees,2000,100.0,"Annual kilometers: 204.1006, Age: 171.1697, Business Use: 109.6448, State: 62.1308, Gender: 11.4972"
229,Auto Premium,Gradient Boosting,1000,100.0,"Annual kilometers: 198.8429, Age: 162.6643, Business Use: 96.1805, State: 88.3798, Gender: 18.3532"
230,Auto Premium,HistGradientBoosting,500,100.0,"Annual kilometers: 185.6696, Age: 166.1615, Business Use: 111.2017, State: 77.6531, Gender: 10.8718"
231,Auto Premium,HistGradientBoosting,100,80.0,"Age: 161.9238, State: 112.7151, Business Use: 81.4380, Annual kilometers: 66.5056, Parking Location: 38.1021"
232,Auto Premium,Gradient Boosting,100,100.0,"Age: 246.8633, Annual kilometers: 109.3117, Business Use: 71.3034, Gender: 65.4262, State: 39.4466"
233,Auto Premium,CatBoost,500,80.0,"Annual kilometers: 192.4195, Age: 158.2822, Business Use: 98.0371, State: 80.8809, Make Model: 9.3675"
234,Auto Premium,ExtraTrees,2000,100.0,"Annual kilometers: 172.8590, Age: 162.8201, Business Use: 123.3715, State: 55.0313, Gender: 12.8898"
235,Auto Premium,Random Forest,100,80.0,"Annual kilometers: 154.0213, Age: 118.4142, State: 29.3335, Business Use: 20.9723, Sum Insured Amount: 15.5922"
236,Auto Premium,Ridge,1000,100.0,"Age: 203.9719, Business Use: 65.1579, Annual kilometers: 62.8567, State: 51.7592, Gender: 41.8372"
237,Auto Premium,Ridge,500,60.0,"Age: 169.5114, Annual kilometers: 95.0834, Business Use: 45.1158, Financing: 16.5959, Year: 14.7619"
238,Auto Premium,ExtraTrees,1000,100.0,"Annual kilometers: 162.1241, Age: 147.6498, Business Use: 111.5887, State: 73.3046, Gender: 10.0855"
239,Auto Premium,Random Forest,100,80.0,"Age: 204.2342, Annual kilometers: 111.8688, Business Use: 32.2163, State: 21.0967, Parking Location: 8.9471"
240,Auto Premium,CatBoost,500,100.0,"Annual kilometers: 191.9452, Age: 170.1466, Business Use: 118.7482, State: 73.5022, Gender: 17.3615"
241,Auto Premium,XGBoost,2000,100.0,"Annual kilometers: 188.4913, Age: 162.0372, Business Use: 103.1326, State: 82.1553, Gender: 13.9770"
242,Auto Premium,XGBoost,1000,100.0,"Annual kilometers: 179.3214, Age: 171.9178, Business Use: 111.5304, State: 81.7892, Gender: 18.1613"
243,Auto Premium,Ridge,100,40.0,"Annual kilometers: 156.8882, Age: 140.1352, Number of Claims: 54.7890, Parking Location: 47.2771, Payment Frequency: 38.2561"
244,Auto Premium,XGBoost,100,80.0,"Annual kilometers: 149.8413, Age: 149.5873, Business Use: 77.4081, State: 46.5824, Financing: 17.8343"
245,Auto Premium,HistGradientBoosting,100,80.0,"Age: 175.8851, Annual kilometers: 104.4150, Business Use: 71.9986, State: 49.2881, Sum Insured Amount: 38.0386"
246,Auto Premium,MLPRegressor,1000,40.0,"Sum Insured Amount: 18.2823, Age: 8.9267, Year: 3.6768, Annual kilometers: 1.5186, Number of Claims: 0.8258"
247,Auto Premium,Random Forest,2000,100.0,"Annual kilometers: 217.1959, Age: 169.3364, Business Use: 110.3048, State: 44.5514, Gender: 6.1304"
248,Auto Premium,ExtraTrees,1000,100.0,"Annual kilometers: 188.5923, Age: 158.4939, Business Use: 104.7224, State: 46.4590, Gender: 9.3520"
249,Auto Premium,Gradient Boosting,500,100.0,"Annual kilometers: 181.6586, Age: 178.9001, Business Use: 105.6651, State: 80.3145, Gender: 24.8655"
250,Auto Premium,Random Forest,500,100.0,"Annual kilometers: 205.7065, Age: 161.8672, Business Use: 101.0822, State: 36.3972, Gender: 5.8581"
251,Auto Premium,CatBoost,1000,100.0,"Annual kilometers: 207.4938, Age: 160.9930, Business Use: 112.7706, State: 85.9451, Gender: 15.7478"
252,Auto Premium,Ridge,2000,100.0,"Age: 168.3483, Business Use: 128.9870, State: 68.3280, Annual kilometers: 38.8496, Gender: 20.3763"
253,Auto Premium,Ridge,2000,80.0,"Age: 161.8665, Business Use: 77.5257, Annual kilometers: 64.9223, Payment Frequency: 21.2397, Gender: 14.4473"
254,Auto Premium,HistGradientBoosting,100,100.0,"Age: 173.1679, Business Use: 153.6493, Annual kilometers: 102.0606, State: 55.4498, Gender: 40.5812"
255,Auto Premium,CatBoost,500,100.0,"Annual kilometers: 177.8247, Age: 169.1205, Business Use: 104.7371, State: 70.8350, Gender: 6.7508"
256,Auto Premium,Random Forest,2000,100.0,"Annual kilometers: 186.8465, Age: 163.5337, Business Use: 114.0649, State: 40.8574, Gender: 5.0230"
257,Auto Premium,Ridge,2000,80.0,"Age: 181.0831, Business Use: 123.1841, State: 74.2908, Gender: 25.8245, Make Model: 14.7123"
258,Auto Premium,HistGradientBoosting,500,100.0,"Annual kilometers: 209.0578, Age: 173.3773, Business Use: 101.8764, State: 80.6936, Gender: 12.4820"
259,Auto Premium,MLPRegressor,100,40.0,"Sum Insured Amount: 46.9768, Age: 38.9402, Annual kilometers: 3.8649, Year: 3.8587, Number of Claims: 2.6893"
260,Auto Premium,ElasticNet,500,60.0,"Age: 178.1216, Annual kilometers: 112.4342, Business Use: 34.6229, Make Model: 14.9353, Parking Location: 9.5107"
261,Auto Premium,ExtraTrees,2000,100.0,"Annual kilometers: 212.4894, Age: 158.8713, Business Use: 110.8303, State: 42.5831, Gender: 12.0481"
262,Auto Premium,ElasticNet,1000,100.0,"Age: 144.8301, State: 57.2441, Annual kilometers: 54.9128, Business Use: 38.7607, Gender: 5.2021"
263,Auto Premium,Ridge,100,40.0,"Age: 207.6981, Number of Claims: 84.4958, Annual kilometers: 64.7577, Sum Insured Value Type: 58.7497, Hire Car: 51.3141"
264,Auto Premium,XGBoost,100,80.0,"Annual kilometers: 193.0975, Age: 157.3923, Business Use: 113.5448, State: 30.3449, Sum Insured Amount: 26.7175"
265,Auto Premium,ExtraTrees,100,80.0,"Age: 179.6597, Business Use: 158.9659, Annual kilometers: 98.5350, State: 45.1403, Number of Claims: 13.9958"
266,Auto Premium,MLPRegressor,500,40.0,"Sum Insured Amount: 27.7719, Age: 10.4574, Year: 3.8747, Number of Claims: 0.9059, Business Use: 0.8283"
267,Auto Premium,ElasticNet,500,80.0,"Age: 166.4826, Annual kilometers: 112.8891, Business Use: 64.8209, State: 61.7127, Sum Insured Value Type: 10.6612"
268,Auto Premium,Ridge,100,80.0,"Age: 176.4426, Annual kilometers: 100.9737, State: 84.9001, Business Use: 79.7450, Sum Insured Amount: 44.3630"
269,Auto Premium,ElasticNet,1000,100.0,"Age: 169.9250, Business Use: 79.0844, State: 25.7882, Annual kilometers: 6.1701, Gender: 5.4511"
270,Auto Premium,HistGradientBoosting,2000,100.0,"Annual kilometers: 209.0983, Age: 161.1465, Business Use: 109.5666, State: 87.7310, Gender: 18.1706"
271,Auto Premium,CatBoost,1000,100.0,"Annual kilometers: 203.0048, Age: 170.9457, Business Use: 101.3615, State: 93.2411, Gender: 15.1542"
272,Auto Premium,ExtraTrees,100,80.0,"Annual kilometers: 122.3326, Age: 98.3775, Business Use: 53.9935, State: 17.3130, Make Model: 15.9064"
273,Auto Premium,Gradient Boosting,500,100.0,"Annual kilometers: 186.8132, Age: 164.6460, Business Use: 108.3012, State: 69.8430, Gender: 6.2881"
274,Auto Premium,HistGradientBoosting,500,100.0,"Annual kilometers: 188.4378, Age: 145.9636, Business Use: 105.5581, State: 69.6243, Gender: 13.0872"
275,Auto Premium,Ridge,2000,100.0,"Age: 160.5378, Business Use: 124.3510, Annual kilometers: 109.4482, State: 64.2500, Gender: 22.8679"
276,Auto Premium,ElasticNet,100,80.0,"Annual kilometers: 126.9409, Age: 103.2078, Business Use: 65.5480, State: 32.7794, Parking Location: 12.1667"
277,Auto Premium,Random Forest,2000,100.0,"Annual kilometers: 207.7162, Age: 174.3997, Business Use: 117.8458, State: 77.5340, Gender: 6.0076"
278,Auto Premium,Random Forest,500,80.0,"Annual kilometers: 188.7952, Age: 165.5865, Business Use: 86.6570, State: 20.4986, Hire Car: 6.3428"
279,Auto Premium,ExtraTrees,1000,100.0,"Annual kilometers: 198.6190, Age: 150.3897, Business Use: 102.6944, State: 68.1104, Gender: 16.5219"
280,Auto Premium,MLPRegressor,100,40.0,"Age: 40.8887, Sum Insured Amount: 12.7838, Annual kilometers: 3.7462, Year: 3.6377, Number of Claims: 3.3482"
281,Auto Premium,ExtraTrees,500,100.0,"Annual kilometers: 206.5714, Age: 154.5396, Business Use: 118.8180, State: 23.6705, Gender: 11.4611"
282,Auto Premium,Random Forest,1000,100.0,"Annual kilometers: 219.7433, Age: 169.0850, Business Use: 116.1855, State: 79.7959, Gender: 5.1468"
283,Auto Premium,Gradient Boosting,500,100.0,"Annual kilometers: 208.0247, Age: 167.4362, Business Use: 115.9396, State: 81.0339, Gender: 13.9649"
284,Auto Premium,ExtraTrees,2000,100.0,"Annual kilometers: 180.4917, Age: 169.0032, Business Use: 113.9146, State: 81.1402, Gender: 10.2290"
285,Auto Premium,Gradient Boosting,500,100.0,"Annual kilometers: 177.0242, Age: 168.6514, Business Use: 92.8479, State: 69.5705, Gender: 16.5910"
286,Auto Premium,MLPRegressor,1000,40.0,"Age: 10.0335, Year: 3.6802, Sum Insured Amount: 3.6458, Business Use: 0.6638, Number of Claims: 0.6386"
287,Auto Premium,Gradient Boosting,100,80.0,"Age: 221.7591, Annual kilometers: 174.7325, Business Use: 74.9841, State: 51.7095, Sum Insured Amount: 21.1092"
288,Auto Premium,ExtraTrees,2000,100.0,"Annual kilometers: 200.0195, Age: 161.0241, Business Use: 103.0140, State: 55.6421, Gender: 11.0060"
289,Auto Premium,ElasticNet,1000,80.0,"Age: 175.3565, Annual kilometers: 120.4201, Business Use: 55.8699, State: 20.2554, Sum Insured Amount: 18.1653"
290,Auto Premium,ElasticNet,2000,80.0,"Age: 169.0015, Business Use: 66.3129, State: 55.3478, Annual kilometers: 45.3654, Sum Insured Amount: 8.4042"
291,Auto Premium,Ridge,1000,100.0,"Age: 174.1128, Annual kilometers: 148.1649, Business Use: 53.0173, State: 34.0333, Gender: 27.2941"
292,Auto Premium,HistGradientBoosting,100,80.0,"Annual kilometers: 185.7326, Age: 171.2275, Business Use: 61.3262, State: 52.1069, Number of Claims: 12.9495"
293,Auto Premium,HistGradientBoosting,100,80.0,"Annual kilometers: 197.4816, Age: 133.1540, Business Use: 118.9271, State: 37.8796, Number of Claims: 24.9758"
294,Auto Premium,MLPRegressor,100,40.0,"Age: 32.8501, Sum Insured Amount: 30.9983, Annual kilometers: 4.9606, Number of Claims: 3.8216, Year: 3.7289"
295,Auto Premium,ElasticNet,100,80.0,"Age: 143.4823, State: 59.8211, Business Use: 59.5045, Annual kilometers: 45.2259, Year: 39.8121"
296,Auto Premium,CatBoost,2000,100.0,"Annual kilometers: 198.2731, Age: 173.0851, Business Use: 107.3253, State: 82.8704, Gender: 16.2159"
297,Auto Premium,ExtraTrees,2000,100.0,"Annual kilometers: 189.8766, Age: 162.6424, Business Use: 110.4550, State: 49.4865, Gender: 10.3242"
298,Auto Premium,HistGradientBoosting,2000,100.0,"Annual kilometers: 193.0668, Age: 157.5198, Business Use: 108.7764, State: 76.2475, Gender: 16.8747"
299,Auto Premium,Gradient Boosting,500,100.0,"Annual kilometers: 184.8081, Age: 150.5187, Business Use: 94.4720, State: 78.7239, Gender: 15.3882"
300,Auto Premium,MLPRegressor,100,60.0,"Age: 41.6911, State: 4.4149, Sum Insured Amount: 4.1378, Annual kilometers: 3.3848, Year: 3.3128"
301,Auto Premium,Gradient Boosting,1000,100.0,"Annual kilometers: 190.5544, Age: 164.0937, Business Use: 110.4929, State: 81.4260, Gender: 11.9434"
302,Auto Premium,ElasticNet,1000,80.0,"Age: 168.0813, Annual kilometers: 86.9428, Business Use: 27.4296, State: 12.7080, Parking Location: 8.9675"
303,Auto Premium,ElasticNet,100,60.0,"Age: 205.2687, State: 82.7611, Annual kilometers: 55.9577, Number of Claims: 41.2853, Parking Location: 39.2119"
304,Auto Premium,CatBoost,1000,100.0,"Annual kilometers: 192.4763, Age: 175.7661, Business Use: 98.6913, State: 70.7195, Gender: 15.6256"
305,Auto Premium,Gradient Boosting,500,100.0,"Annual kilometers: 190.0897, Age: 155.6318, Business Use: 99.4487, State: 78.2577, Gender: 7.9726"
306,Auto Premium,Random Forest,1000,100.0,"Annual kilometers: 199.5658, Age: 157.4897, Business Use: 97.5351, State: 59.2646, Gender: 3.7134"
307,Auto Premium,CatBoost,500,100.0,"Annual kilometers: 170.0024, Age: 161.3951, Business Use: 107.4294, State: 75.0784, Gender: 12.2328"
308,Auto Premium,Random Forest,1000,80.0,"Annual kilometers: 187.6602, Age: 173.5880, Business Use: 95.7656, State: 35.6412, Sum Insured Amount: 4.3205"
309,Auto Premium,Random Forest,100,80.0,"Age: 151.2323, Business Use: 74.8636, Annual kilometers: 40.6228, State: 15.5703, Financing: 13.5148"
310,Auto Premium,CatBoost,500,100.0,"Annual kilometers: 189.5757, Age: 173.4365, Business Use: 109.0964, State: 85.1166, Gender: 13.8722"
311,Auto Premium,HistGradientBoosting,1000,100.0,"Annual kilometers: 220.7984, Age: 169.6703, Business Use: 103.0257, State: 73.4221, Gender: 17.6909"
