Age,Gender,Driving Experience (Years),Annual Mileage,Vehicle Type,Vehicle Age (Years),Number of Past Accidents,Location (Risk Area),Credit Score,Coverage Type,Deductible Amount,Gender Factor,Vehicle Type Factor,Coverage Type Factor,Combined Risk Factor,Expected Premium
58,Female,27,25774,Sedan,15,2,Urban,573,Standard,100,1.2,1.6,1.1,1.5,1584.0
72,Female,43,13521,SUV,20,0,Rural,493,Standard,250,1.2,1.1,1.1,1.0,726.0000000000001
33,Male,1,18706,Convertible,17,1,Suburban,622,Premium,100,1.5,1.4,1.3,1.0,1365.0
29,Female,25,20006,Truck,17,0,Urban,763,Standard,100,1.2,1.3,1.1,1.0,858.0000000000001
56,Male,28,27508,SUV,16,1,Suburban,408,Standard,100,1.5,1.1,1.1,1.0,907.5000000000002
65,Female,60,21630,Convertible,1,0,Rural,692,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
47,Female,46,26094,Truck,13,0,Rural,352,Standard,100,1.2,1.3,1.1,1.0,858.0000000000001
75,Female,43,27145,Convertible,5,0,Rural,467,Premium,100,1.2,1.4,1.3,1.0,1092.0
19,Female,25,14072,SUV,6,0,Rural,567,Premium,100,1.2,1.1,1.3,1.0,858.0
49,Female,18,7687,Truck,5,0,Urban,512,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
72,Male,31,11079,SUV,17,2,Urban,658,Standard,100,1.5,1.1,1.1,1.5,1361.2500000000005
62,Female,19,15433,Convertible,10,0,Urban,689,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
42,Male,62,16360,Sedan,1,0,Suburban,505,Premium,100,1.5,1.6,1.3,1.0,1560.0
79,Female,3,19068,Truck,6,1,Suburban,823,Standard,250,1.2,1.3,1.1,1.0,858.0000000000001
42,Male,26,5496,Sedan,11,0,Suburban,780,Standard,1000,1.5,1.6,1.1,1.0,1320.0
21,Male,0,14348,Sedan,13,0,Suburban,708,Standard,500,1.5,1.6,1.1,1.0,1320.0
36,Female,60,13800,Sedan,4,1,Suburban,305,Premium,500,1.2,1.6,1.3,1.0,1248.0
65,Female,61,11129,Convertible,5,0,Urban,577,Basic,100,1.2,1.4,1.0,1.0,840.0
21,Female,40,12501,Convertible,4,0,Rural,511,Premium,500,1.2,1.4,1.3,1.0,1092.0
60,Female,58,16690,SUV,13,2,Urban,787,Premium,500,1.2,1.1,1.3,1.5,1287.0
30,Female,60,27302,Truck,16,0,Rural,365,Premium,100,1.2,1.3,1.3,1.0,1014.0
56,Female,56,26629,Sedan,12,0,Urban,590,Basic,500,1.2,1.6,1.0,1.0,960.0
53,Female,20,13477,Convertible,15,0,Suburban,588,Premium,500,1.2,1.4,1.3,1.0,1092.0
40,Female,12,10672,Convertible,5,1,Urban,674,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
80,Male,37,12836,SUV,14,0,Suburban,807,Standard,100,1.5,1.1,1.1,1.0,907.5000000000002
79,Male,23,6265,Truck,20,0,Suburban,820,Basic,100,1.5,1.3,1.0,1.0,975.0
23,Female,1,20446,Convertible,5,1,Suburban,649,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
41,Male,34,8595,Sedan,11,0,Suburban,677,Premium,500,1.5,1.6,1.3,1.0,1560.0
61,Male,46,23744,SUV,11,0,Rural,563,Standard,250,1.5,1.1,1.1,1.0,907.5000000000002
50,Male,14,14477,Sedan,11,0,Rural,582,Premium,500,1.5,1.6,1.3,1.0,1560.0
29,Female,9,6051,Convertible,16,0,Urban,837,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
58,Male,31,22564,Truck,14,0,Urban,537,Basic,100,1.5,1.3,1.0,1.0,975.0
38,Male,7,12321,Convertible,17,0,Rural,503,Premium,500,1.5,1.4,1.3,1.0,1365.0
28,Female,43,12710,Convertible,4,0,Suburban,444,Premium,250,1.2,1.4,1.3,1.0,1092.0
72,Male,1,14307,Truck,11,1,Suburban,666,Premium,100,1.5,1.3,1.3,1.0,1267.5
61,Male,38,10038,Convertible,16,0,Suburban,763,Standard,1000,1.5,1.4,1.1,1.0,1155.0
55,Male,54,20816,Truck,2,1,Urban,496,Premium,250,1.5,1.3,1.3,1.0,1267.5
79,Male,62,16138,Truck,6,0,Urban,655,Standard,1000,1.5,1.3,1.1,0.8,858.0
46,Male,27,16836,Truck,15,1,Suburban,525,Standard,250,1.5,1.3,1.1,1.0,1072.5
65,Male,54,16236,Sedan,17,0,Urban,386,Basic,500,1.5,1.6,1.0,1.0,1200.0
58,Male,1,28745,Sedan,8,0,Suburban,629,Basic,1000,1.5,1.6,1.0,1.0,1200.0
20,Male,21,27240,Sedan,5,0,Urban,785,Premium,100,1.5,1.6,1.3,1.2,1872.0
45,Female,56,24593,Truck,4,1,Urban,397,Basic,500,1.2,1.3,1.0,1.0,780.0
37,Female,2,24384,Sedan,16,0,Suburban,510,Basic,100,1.2,1.6,1.0,1.0,960.0
43,Male,46,7160,Convertible,18,1,Rural,773,Standard,250,1.5,1.4,1.1,1.0,1155.0
41,Female,31,5028,Convertible,20,0,Urban,362,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
71,Female,24,27937,Truck,19,1,Rural,752,Basic,100,1.2,1.3,1.0,1.0,780.0
69,Female,19,29439,Convertible,1,0,Rural,630,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
64,Male,4,13207,Truck,15,0,Rural,638,Basic,1000,1.5,1.3,1.0,0.8,780.0
38,Female,24,28033,SUV,20,2,Rural,619,Premium,500,1.2,1.1,1.3,1.0,858.0
71,Male,15,19377,Convertible,17,1,Rural,394,Standard,250,1.5,1.4,1.1,1.0,1155.0
47,Female,44,5967,SUV,12,0,Suburban,661,Standard,500,1.2,1.1,1.1,1.0,726.0000000000001
21,Female,37,21150,Sedan,18,2,Urban,307,Premium,100,1.2,1.6,1.3,1.5,1872.0
53,Female,35,19445,SUV,3,1,Urban,309,Standard,500,1.2,1.1,1.1,1.0,726.0000000000001
57,Female,44,7002,Sedan,14,0,Urban,809,Basic,100,1.2,1.6,1.0,1.0,960.0
27,Male,21,13224,Truck,18,0,Rural,553,Basic,1000,1.5,1.3,1.0,0.8,780.0
27,Female,18,14092,Truck,4,0,Urban,597,Standard,250,1.2,1.3,1.1,1.0,858.0000000000001
59,Female,11,27490,SUV,3,0,Rural,550,Standard,500,1.2,1.1,1.1,1.0,726.0000000000001
41,Male,43,24939,SUV,19,0,Urban,655,Standard,1000,1.5,1.1,1.1,1.0,907.5000000000002
21,Female,30,19111,SUV,16,1,Urban,663,Premium,100,1.2,1.1,1.3,1.0,858.0
64,Female,23,23668,Convertible,17,1,Rural,485,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
44,Female,36,14187,Sedan,18,0,Rural,605,Standard,500,1.2,1.6,1.1,1.0,1056.0
68,Female,38,17213,Sedan,8,3,Urban,760,Standard,1000,1.2,1.6,1.1,1.5,1584.0
62,Male,4,11355,Convertible,11,0,Urban,587,Basic,100,1.5,1.4,1.0,1.0,1050.0
21,Male,58,29838,Truck,1,1,Urban,308,Standard,1000,1.5,1.3,1.1,0.8,858.0
49,Female,18,13889,Truck,10,1,Rural,730,Standard,250,1.2,1.3,1.1,1.0,858.0000000000001
27,Female,28,5003,SUV,17,1,Urban,616,Premium,500,1.2,1.1,1.3,1.0,858.0
28,Female,8,17509,Convertible,11,0,Suburban,403,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
45,Female,43,6472,Truck,7,0,Urban,341,Standard,100,1.2,1.3,1.1,1.0,858.0000000000001
63,Female,33,28916,Sedan,13,0,Suburban,636,Standard,250,1.2,1.6,1.1,1.0,1056.0
25,Male,61,10762,Sedan,13,1,Rural,613,Basic,100,1.5,1.6,1.0,1.0,1200.0
57,Male,27,10847,Truck,19,0,Suburban,316,Standard,250,1.5,1.3,1.1,1.0,1072.5
79,Female,58,21308,Convertible,16,1,Urban,419,Basic,100,1.2,1.4,1.0,1.0,840.0
39,Female,36,27630,Truck,1,0,Urban,526,Standard,250,1.2,1.3,1.1,1.0,858.0000000000001
51,Male,10,26776,Convertible,16,3,Urban,352,Basic,1000,1.5,1.4,1.0,1.5,1575.0
62,Male,18,17734,Truck,4,0,Suburban,322,Basic,500,1.5,1.3,1.0,1.0,975.0
52,Female,11,22318,Convertible,14,1,Urban,704,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
52,Male,30,21803,Convertible,11,0,Urban,736,Standard,1000,1.5,1.4,1.1,1.0,1155.0
42,Female,48,21245,Truck,10,0,Suburban,629,Premium,1000,1.2,1.3,1.3,0.8,811.2
51,Male,2,27057,Truck,7,1,Urban,364,Premium,250,1.5,1.3,1.3,1.0,1267.5
23,Male,9,5464,Truck,1,0,Rural,847,Basic,100,1.5,1.3,1.0,1.0,975.0
58,Male,61,13217,SUV,18,0,Rural,301,Basic,250,1.5,1.1,1.0,1.0,825.0000000000001
54,Female,14,12319,Sedan,4,0,Rural,722,Basic,1000,1.2,1.6,1.0,1.0,960.0
18,Male,48,21550,Truck,3,0,Suburban,527,Standard,250,1.5,1.3,1.1,1.0,1072.5
29,Male,34,11645,Sedan,10,0,Rural,464,Premium,100,1.5,1.6,1.3,1.0,1560.0
52,Female,58,6036,SUV,6,0,Urban,731,Premium,500,1.2,1.1,1.3,1.2,1029.6
23,Male,2,9306,Convertible,1,1,Suburban,464,Basic,1000,1.5,1.4,1.0,1.0,1050.0
80,Male,40,6989,Truck,7,0,Urban,840,Standard,500,1.5,1.3,1.1,1.0,1072.5
71,Male,39,11710,SUV,2,0,Suburban,346,Basic,100,1.5,1.1,1.0,1.0,825.0000000000001
80,Male,15,13482,SUV,4,0,Rural,566,Standard,250,1.5,1.1,1.1,1.0,907.5000000000002
34,Male,28,26809,SUV,20,1,Urban,471,Premium,100,1.5,1.1,1.3,1.0,1072.5000000000002
80,Male,34,25487,SUV,17,0,Rural,742,Standard,1000,1.5,1.1,1.1,1.0,907.5000000000002
26,Male,41,25022,Truck,0,0,Urban,398,Premium,500,1.5,1.3,1.3,1.0,1267.5
79,Male,31,26755,Truck,5,0,Rural,434,Basic,1000,1.5,1.3,1.0,0.8,780.0
19,Female,27,25211,SUV,1,1,Suburban,383,Standard,1000,1.2,1.1,1.1,1.0,726.0000000000001
35,Female,14,10955,Truck,7,0,Urban,724,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
66,Male,38,10174,Convertible,7,1,Rural,389,Premium,250,1.5,1.4,1.3,1.0,1365.0
53,Female,51,15757,SUV,6,1,Rural,400,Premium,500,1.2,1.1,1.3,1.0,858.0
74,Female,27,10797,SUV,4,0,Rural,515,Standard,100,1.2,1.1,1.1,1.0,726.0000000000001
45,Male,52,12598,SUV,20,0,Rural,541,Premium,500,1.5,1.1,1.3,1.0,1072.5000000000002
58,Male,20,23615,Sedan,20,1,Urban,750,Standard,1000,1.5,1.6,1.1,1.0,1320.0
70,Female,25,17715,SUV,0,1,Rural,570,Premium,250,1.2,1.1,1.3,1.0,858.0
54,Female,47,9854,Truck,18,2,Suburban,359,Premium,250,1.2,1.3,1.3,1.0,1014.0
66,Male,8,20700,Truck,17,1,Rural,692,Premium,100,1.5,1.3,1.3,1.0,1267.5
43,Male,16,10309,Convertible,13,0,Rural,571,Basic,1000,1.5,1.4,1.0,1.0,1050.0
21,Male,21,9920,SUV,17,0,Rural,687,Premium,1000,1.5,1.1,1.3,1.0,1072.5000000000002
57,Male,28,26262,SUV,19,2,Rural,828,Basic,500,1.5,1.1,1.0,1.0,825.0000000000001
78,Male,62,15816,SUV,6,0,Rural,605,Basic,500,1.5,1.1,1.0,1.0,825.0000000000001
53,Male,1,28261,Convertible,8,0,Rural,621,Premium,100,1.5,1.4,1.3,1.0,1365.0
68,Female,54,8501,Truck,12,1,Urban,708,Premium,500,1.2,1.3,1.3,1.2,1216.8
48,Female,56,25478,Convertible,1,0,Suburban,708,Basic,1000,1.2,1.4,1.0,1.0,840.0
47,Male,17,21777,SUV,17,0,Suburban,506,Premium,250,1.5,1.1,1.3,1.0,1072.5000000000002
67,Male,37,17208,Convertible,19,0,Urban,785,Standard,100,1.5,1.4,1.1,1.0,1155.0
51,Male,2,19725,Sedan,20,0,Urban,595,Basic,100,1.5,1.6,1.0,1.0,1200.0
36,Female,41,11346,Truck,9,0,Rural,452,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
35,Female,42,11814,Convertible,14,1,Rural,478,Premium,1000,1.2,1.4,1.3,1.0,1092.0
47,Female,8,17350,Convertible,11,0,Rural,547,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
38,Male,24,5483,Sedan,4,1,Urban,490,Basic,100,1.5,1.6,1.0,1.0,1200.0
79,Male,49,24163,SUV,20,0,Suburban,711,Basic,250,1.5,1.1,1.0,1.0,825.0000000000001
20,Female,15,29181,Truck,4,0,Urban,748,Basic,250,1.2,1.3,1.0,1.0,780.0
23,Female,19,20162,SUV,12,1,Urban,783,Basic,250,1.2,1.1,1.0,1.0,660.0
55,Male,18,29608,Truck,9,0,Urban,845,Standard,500,1.5,1.3,1.1,1.0,1072.5
30,Male,15,8368,Convertible,8,0,Rural,504,Basic,100,1.5,1.4,1.0,1.0,1050.0
62,Female,47,5622,SUV,18,1,Suburban,356,Standard,500,1.2,1.1,1.1,1.0,726.0000000000001
71,Female,16,7360,Convertible,20,0,Urban,422,Basic,500,1.2,1.4,1.0,1.0,840.0
79,Female,39,17005,Convertible,2,1,Suburban,850,Premium,500,1.2,1.4,1.3,1.2,1310.3999999999999
20,Female,0,17742,Sedan,7,0,Suburban,541,Basic,250,1.2,1.6,1.0,1.0,960.0
65,Male,43,19875,Truck,6,0,Suburban,756,Standard,100,1.5,1.3,1.1,1.0,1072.5
45,Male,19,25517,Truck,5,1,Urban,776,Premium,250,1.5,1.3,1.3,1.2,1521.0
39,Female,47,23265,Sedan,13,0,Rural,358,Premium,100,1.2,1.6,1.3,1.0,1248.0
57,Male,21,13920,Convertible,9,1,Urban,310,Basic,500,1.5,1.4,1.0,1.0,1050.0
57,Male,55,26351,SUV,2,0,Rural,555,Basic,1000,1.5,1.1,1.0,1.0,825.0000000000001
29,Female,48,16773,Truck,19,1,Rural,699,Premium,1000,1.2,1.3,1.3,0.8,811.2
40,Female,37,5951,Sedan,2,1,Urban,762,Basic,250,1.2,1.6,1.0,1.0,960.0
48,Female,21,5985,SUV,1,0,Urban,329,Standard,250,1.2,1.1,1.1,1.0,726.0000000000001
35,Female,34,27222,Convertible,17,0,Urban,415,Basic,1000,1.2,1.4,1.0,1.0,840.0
24,Male,58,25846,Convertible,4,1,Suburban,427,Premium,100,1.5,1.4,1.3,1.0,1365.0
25,Female,32,6905,Sedan,8,1,Urban,669,Basic,250,1.2,1.6,1.0,1.0,960.0
36,Male,5,24272,Convertible,13,0,Urban,351,Premium,1000,1.5,1.4,1.3,1.0,1365.0
46,Male,13,26958,SUV,11,0,Urban,746,Basic,500,1.5,1.1,1.0,1.0,825.0000000000001
61,Male,30,5349,Truck,20,0,Rural,680,Premium,1000,1.5,1.3,1.3,0.8,1014.0
37,Male,44,11412,SUV,20,0,Rural,736,Premium,100,1.5,1.1,1.3,1.2,1287.0000000000002
67,Male,30,22234,Convertible,8,0,Suburban,428,Standard,1000,1.5,1.4,1.1,1.0,1155.0
59,Male,1,29726,Convertible,10,1,Suburban,659,Basic,500,1.5,1.4,1.0,1.0,1050.0
47,Male,17,20024,Convertible,7,0,Urban,790,Premium,1000,1.5,1.4,1.3,1.2,1638.0
64,Female,53,23616,SUV,13,1,Urban,808,Premium,500,1.2,1.1,1.3,1.2,1029.6
39,Male,62,16242,Truck,16,1,Urban,651,Premium,500,1.5,1.3,1.3,1.0,1267.5
27,Male,21,24949,Convertible,20,0,Suburban,560,Standard,250,1.5,1.4,1.1,1.0,1155.0
43,Female,40,19805,SUV,16,0,Urban,351,Standard,500,1.2,1.1,1.1,1.0,726.0000000000001
68,Female,19,17606,Convertible,19,1,Suburban,728,Basic,100,1.2,1.4,1.0,1.0,840.0
50,Male,42,18896,SUV,0,0,Rural,661,Standard,250,1.5,1.1,1.1,1.0,907.5000000000002
45,Female,10,19099,SUV,3,2,Urban,551,Basic,100,1.2,1.1,1.0,1.5,990.0
27,Male,62,10129,Convertible,13,2,Urban,761,Standard,100,1.5,1.4,1.1,1.5,1732.5
46,Female,18,27524,Truck,18,0,Urban,681,Premium,500,1.2,1.3,1.3,1.0,1014.0
61,Female,15,21966,Convertible,2,1,Urban,775,Basic,100,1.2,1.4,1.0,1.0,840.0
35,Male,12,12459,SUV,18,0,Suburban,372,Premium,100,1.5,1.1,1.3,1.0,1072.5000000000002
59,Female,38,16594,Truck,18,0,Urban,847,Basic,500,1.2,1.3,1.0,1.0,780.0
76,Female,54,7829,SUV,9,1,Urban,432,Standard,1000,1.2,1.1,1.1,1.0,726.0000000000001
18,Female,34,5681,SUV,20,0,Suburban,337,Standard,1000,1.2,1.1,1.1,1.0,726.0000000000001
40,Male,28,7382,Sedan,17,2,Urban,391,Premium,250,1.5,1.6,1.3,1.5,2340.0
34,Female,25,28038,Convertible,15,1,Urban,429,Premium,500,1.2,1.4,1.3,1.0,1092.0
60,Female,14,7606,Sedan,17,1,Rural,751,Basic,100,1.2,1.6,1.0,1.0,960.0
54,Male,4,28750,Truck,12,0,Urban,826,Basic,500,1.5,1.3,1.0,1.0,975.0
48,Male,50,23409,Truck,14,0,Suburban,477,Basic,100,1.5,1.3,1.0,1.0,975.0
42,Male,18,29050,SUV,18,0,Suburban,403,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
70,Female,39,9613,Convertible,14,0,Urban,476,Standard,100,1.2,1.4,1.1,1.0,924.0000000000001
21,Female,34,8948,Convertible,20,0,Urban,626,Basic,500,1.2,1.4,1.0,1.0,840.0
69,Female,39,18999,Convertible,6,0,Rural,364,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
26,Female,30,10992,Sedan,13,3,Rural,733,Premium,500,1.2,1.6,1.3,1.2,1497.6
74,Male,49,23647,Sedan,0,1,Suburban,679,Basic,500,1.5,1.6,1.0,1.0,1200.0
45,Female,18,5889,Truck,9,1,Urban,842,Basic,250,1.2,1.3,1.0,1.0,780.0
47,Female,4,13531,Convertible,12,2,Suburban,715,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
77,Male,15,15430,Truck,5,1,Suburban,790,Standard,250,1.5,1.3,1.1,1.0,1072.5
64,Female,35,20308,Convertible,20,0,Urban,444,Basic,500,1.2,1.4,1.0,1.0,840.0
41,Female,1,10655,Sedan,11,0,Urban,414,Basic,250,1.2,1.6,1.0,1.0,960.0
50,Female,8,14020,SUV,12,3,Rural,766,Premium,500,1.2,1.1,1.3,1.2,1029.6
37,Male,42,26898,Convertible,20,0,Rural,824,Standard,500,1.5,1.4,1.1,1.0,1155.0
26,Female,35,8447,Sedan,4,0,Suburban,370,Basic,1000,1.2,1.6,1.0,1.0,960.0
25,Female,58,6431,Sedan,7,0,Rural,731,Basic,1000,1.2,1.6,1.0,1.0,960.0
41,Male,62,21645,Convertible,12,0,Rural,797,Basic,500,1.5,1.4,1.0,1.0,1050.0
31,Female,13,23619,Convertible,18,0,Suburban,726,Premium,500,1.2,1.4,1.3,1.2,1310.3999999999999
76,Male,34,7604,Sedan,17,0,Suburban,611,Basic,1000,1.5,1.6,1.0,1.0,1200.0
35,Female,58,21077,Truck,4,0,Rural,670,Premium,100,1.2,1.3,1.3,1.0,1014.0
74,Male,46,15574,Truck,4,0,Rural,300,Basic,500,1.5,1.3,1.0,1.0,975.0
70,Female,19,22507,SUV,16,1,Rural,325,Standard,250,1.2,1.1,1.1,1.0,726.0000000000001
73,Female,48,5459,Sedan,12,0,Urban,795,Standard,500,1.2,1.6,1.1,1.0,1056.0
18,Female,42,11482,Truck,7,0,Rural,840,Premium,250,1.2,1.3,1.3,1.2,1216.8
29,Female,38,7833,Convertible,8,0,Suburban,638,Basic,100,1.2,1.4,1.0,1.0,840.0
46,Female,4,21947,Convertible,12,0,Urban,757,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
54,Male,10,13761,Sedan,2,0,Urban,530,Basic,100,1.5,1.6,1.0,1.0,1200.0
43,Female,25,22255,Truck,20,1,Suburban,771,Basic,1000,1.2,1.3,1.0,0.8,624.0
50,Male,4,14260,SUV,15,0,Rural,318,Standard,500,1.5,1.1,1.1,1.0,907.5000000000002
60,Female,45,6936,Sedan,7,1,Urban,505,Basic,1000,1.2,1.6,1.0,1.0,960.0
32,Male,60,7633,Truck,19,1,Suburban,566,Basic,1000,1.5,1.3,1.0,0.8,780.0
40,Female,18,12707,Convertible,12,1,Suburban,501,Basic,1000,1.2,1.4,1.0,1.0,840.0
46,Female,26,25109,SUV,2,0,Urban,812,Basic,1000,1.2,1.1,1.0,1.0,660.0
38,Male,57,9612,Sedan,20,1,Urban,717,Standard,100,1.5,1.6,1.1,1.0,1320.0
36,Female,38,9037,SUV,0,0,Suburban,519,Basic,500,1.2,1.1,1.0,1.0,660.0
22,Female,50,16973,Truck,16,1,Urban,532,Premium,250,1.2,1.3,1.3,1.0,1014.0
40,Female,49,26535,Sedan,1,0,Rural,418,Standard,500,1.2,1.6,1.1,1.0,1056.0
53,Female,8,20157,Convertible,5,2,Rural,656,Premium,100,1.2,1.4,1.3,1.0,1092.0
76,Female,61,8096,SUV,2,2,Suburban,686,Standard,1000,1.2,1.1,1.1,1.0,726.0000000000001
37,Female,55,8005,Sedan,0,0,Urban,790,Premium,250,1.2,1.6,1.3,1.2,1497.6
25,Male,61,6031,Sedan,6,2,Rural,543,Premium,1000,1.5,1.6,1.3,1.0,1560.0
26,Female,43,21986,Convertible,6,1,Rural,407,Basic,500,1.2,1.4,1.0,1.0,840.0
79,Male,50,26215,Convertible,4,0,Urban,565,Premium,100,1.5,1.4,1.3,1.0,1365.0
31,Female,16,26389,SUV,2,0,Urban,529,Premium,1000,1.2,1.1,1.3,1.0,858.0
23,Female,32,29874,Sedan,12,0,Urban,679,Basic,1000,1.2,1.6,1.0,1.0,960.0
18,Female,18,21264,Truck,4,0,Suburban,727,Premium,250,1.2,1.3,1.3,1.2,1216.8
26,Female,22,25280,Sedan,16,0,Suburban,609,Standard,500,1.2,1.6,1.1,1.0,1056.0
33,Male,58,24059,Truck,0,0,Rural,473,Premium,100,1.5,1.3,1.3,1.0,1267.5
33,Female,34,17279,Convertible,8,0,Rural,786,Premium,1000,1.2,1.4,1.3,1.2,1310.3999999999999
71,Male,4,28635,Convertible,10,0,Rural,485,Standard,500,1.5,1.4,1.1,1.0,1155.0
29,Female,23,26439,Sedan,3,0,Rural,667,Standard,500,1.2,1.6,1.1,1.0,1056.0
22,Male,17,9696,SUV,13,2,Suburban,478,Standard,100,1.5,1.1,1.1,1.0,907.5000000000002
57,Female,43,8604,SUV,11,1,Rural,494,Premium,500,1.2,1.1,1.3,1.0,858.0
46,Male,54,28226,Convertible,9,0,Urban,327,Premium,1000,1.5,1.4,1.3,1.0,1365.0
63,Female,41,12314,Sedan,1,0,Suburban,377,Premium,1000,1.2,1.6,1.3,1.0,1248.0
44,Female,22,11596,SUV,15,0,Rural,692,Premium,500,1.2,1.1,1.3,1.0,858.0
28,Male,16,16434,Sedan,4,0,Suburban,677,Standard,250,1.5,1.6,1.1,1.0,1320.0
70,Female,48,20593,Sedan,16,1,Suburban,537,Basic,100,1.2,1.6,1.0,1.0,960.0
64,Female,33,29679,Sedan,12,0,Suburban,683,Standard,250,1.2,1.6,1.1,1.0,1056.0
67,Female,51,10822,SUV,2,0,Suburban,416,Premium,500,1.2,1.1,1.3,1.0,858.0
45,Female,17,17677,Truck,3,2,Suburban,687,Standard,500,1.2,1.3,1.1,1.0,858.0000000000001
69,Male,5,12756,Sedan,18,0,Rural,454,Premium,100,1.5,1.6,1.3,1.0,1560.0
53,Female,9,12717,Convertible,15,0,Suburban,699,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
59,Male,51,6406,Truck,5,1,Suburban,449,Basic,250,1.5,1.3,1.0,1.0,975.0
36,Male,34,16184,Sedan,15,0,Urban,767,Basic,250,1.5,1.6,1.0,1.0,1200.0
71,Male,0,11864,Sedan,0,1,Suburban,454,Basic,500,1.5,1.6,1.0,1.0,1200.0
52,Male,60,23523,SUV,15,0,Rural,475,Premium,250,1.5,1.1,1.3,1.0,1072.5000000000002
69,Female,22,12421,SUV,15,1,Rural,658,Basic,250,1.2,1.1,1.0,1.0,660.0
48,Female,33,17513,Sedan,14,0,Rural,636,Premium,500,1.2,1.6,1.3,1.0,1248.0
71,Female,39,17516,Truck,8,0,Suburban,361,Premium,250,1.2,1.3,1.3,1.0,1014.0
76,Female,51,12395,Sedan,16,0,Rural,816,Standard,100,1.2,1.6,1.1,1.0,1056.0
61,Female,41,28573,Convertible,16,0,Urban,570,Standard,500,1.2,1.4,1.1,1.0,924.0000000000001
73,Male,0,28019,SUV,14,0,Rural,737,Basic,500,1.5,1.1,1.0,1.0,825.0000000000001
78,Female,39,14073,Truck,5,0,Rural,402,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
78,Male,41,22016,Sedan,2,1,Urban,692,Premium,100,1.5,1.6,1.3,1.0,1560.0
36,Female,13,29717,Sedan,18,1,Urban,662,Premium,1000,1.2,1.6,1.3,1.0,1248.0
63,Female,38,15893,Truck,19,0,Urban,353,Basic,500,1.2,1.3,1.0,1.0,780.0
41,Male,50,20304,SUV,18,0,Rural,541,Basic,250,1.5,1.1,1.0,1.0,825.0000000000001
19,Female,62,20197,Truck,7,0,Rural,487,Premium,1000,1.2,1.3,1.3,0.8,811.2
24,Male,10,24013,SUV,3,0,Rural,742,Basic,1000,1.5,1.1,1.0,1.0,825.0000000000001
60,Female,50,19831,Sedan,5,1,Suburban,654,Standard,250,1.2,1.6,1.1,1.0,1056.0
71,Male,15,5113,Convertible,10,0,Rural,502,Basic,100,1.5,1.4,1.0,1.0,1050.0
66,Female,26,13723,Convertible,17,0,Suburban,643,Basic,1000,1.2,1.4,1.0,1.0,840.0
48,Female,43,12814,Truck,5,1,Urban,797,Standard,1000,1.2,1.3,1.1,0.8,686.4000000000001
77,Male,11,27124,Sedan,4,1,Urban,592,Basic,500,1.5,1.6,1.0,1.0,1200.0
34,Female,0,8456,SUV,7,2,Rural,462,Basic,100,1.2,1.1,1.0,1.0,660.0
44,Female,27,8661,Truck,18,1,Rural,470,Standard,100,1.2,1.3,1.1,1.0,858.0000000000001
78,Male,51,22280,Truck,11,0,Suburban,785,Premium,1000,1.5,1.3,1.3,1.2,1521.0
53,Male,61,17961,Truck,6,0,Rural,754,Premium,250,1.5,1.3,1.3,1.2,1521.0
76,Female,48,19335,SUV,3,1,Suburban,488,Basic,1000,1.2,1.1,1.0,1.0,660.0
67,Female,47,5993,Convertible,6,0,Suburban,373,Standard,250,1.2,1.4,1.1,1.0,924.0000000000001
60,Female,32,7101,Convertible,11,1,Suburban,437,Premium,250,1.2,1.4,1.3,1.0,1092.0
27,Male,17,28974,Truck,4,1,Suburban,830,Basic,500,1.5,1.3,1.0,1.0,975.0
62,Male,22,14855,Truck,10,0,Rural,737,Basic,500,1.5,1.3,1.0,1.0,975.0
31,Female,10,23858,Sedan,3,0,Suburban,344,Premium,500,1.2,1.6,1.3,1.0,1248.0
75,Male,41,26267,Truck,17,0,Suburban,585,Basic,250,1.5,1.3,1.0,1.0,975.0
24,Female,17,12791,Sedan,19,0,Suburban,846,Premium,250,1.2,1.6,1.3,1.2,1497.6
56,Female,19,10679,Convertible,4,0,Suburban,627,Premium,1000,1.2,1.4,1.3,1.0,1092.0
57,Female,39,10139,Sedan,0,0,Urban,474,Basic,100,1.2,1.6,1.0,1.0,960.0
26,Male,26,13036,Sedan,17,1,Urban,442,Premium,100,1.5,1.6,1.3,1.0,1560.0
